X,Y,NAME,WEB_URL,ADDRESS,LINE,TRAININFO_URL,SE_ANNO_CAD_DATA,GLOBALID,GIS_ID,OBJECTID,CREATOR,CREATED,EDITOR,EDITED
-77.09539641,38.88671262,Clarendon,https://www.wmata.com/rider-guide/stations/clarendon.cfm,"3100 WILSON BLVD, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K02|Clarendon,,{96049F8D-761F-4415-8369-6B80AA533761},MetroStnFullPt_61,61,,,,
-76.97709117,38.88671688,Stadium Armory,https://www.wmata.com/rider-guide/stations/stadium-armory.cfm,"192 19TH STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D08|Stadium-Armory,,{2596A9B0-211C-4F3C-B6BF-4164F2838D3C},MetroStnFullPt_62,62,,,,
-77.15688535,38.88596094,East Falls Church,https://www.wmata.com/rider-guide/stations/e-falls-church.cfm,"2001 N. SYCAMORE ST., ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K05|East Falls Church,,{68091B6E-1FA1-4CE3-A971-C6879F926DE2},MetroStnFullPt_63,63,,,,
-77.0158705,38.88508014,Federal Center SW,https://www.wmata.com/rider-guide/stations/federal-ctr-sw.cfm,"401 3RD STREET SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D04|Federal Center SW,,{64353C93-D870-4C60-9630-0BDB7F22C82D},MetroStnFullPt_64,64,,,,
-77.0051417,38.88507028,Capitol South,https://www.wmata.com/rider-guide/stations/capitol-south.cfm,"355 1ST STREET SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D05|Capitol South,,{B247C99B-1924-4C50-BF2A-DD929E448B93},MetroStnFullPt_65,65,,,,
-77.02191077,38.88484551,L'Enfant Plaza,https://www.wmata.com/rider-guide/stations/lenfant-plaza.cfm,"600 MARYLAND AVENUE SW, WASHINGTON, DC","grn, yllw, orange, blue, slvr","https://www.wmata.com/js/nexttrain/nexttrain.html#F03,D03|L'Enfant Plaza",,{3499AFBA-DCD0-4337-8080-498EB826F8B5},MetroStnFullPt_66,66,,,,
-77.06281243,38.88469464,Arlington|Cemetery,https://www.wmata.com/rider-guide/stations/arlington-cemetery.cfm,"1000 NORTH MEMORIAL DRIVE, ARLINGTON, VA",blue,https://www.wmata.com/js/nexttrain/nexttrain.html#C06|Arlington Cemetery,,{81520293-C8F3-4111-8607-C65BE969DCC9},MetroStnFullPt_67,67,,,,
-76.9960034,38.88463005,Eastern Market,https://www.wmata.com/rider-guide/stations/eastern-market.cfm,"701 PENNSYLVANIA AVENUE SE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D06|Eastern Market,,{630E835E-DBB8-46C8-B082-14DF9711C47B},MetroStnFullPt_68,68,,,,
-77.22716302,38.88363291,Dunn Loring Merrifield,https://www.wmata.com/rider-guide/stations/dunn-loring.cfm,"2700 GALLOWS ROAD, VIENNA, VA",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#K07|Dunn Loring-Merrifield,,{B9F41AC3-0D3E-4184-A146-8A7B3AE0A429},MetroStnFullPt_69,69,,,,
-77.1029796,38.88337393,Virginia Square-GMU,https://www.wmata.com/rider-guide/stations/virginia-sq.cfm,"3600 FAIRFAX DRIVE, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K03|Virginia%20Square-GMU,,{2798B28A-6013-4A42-AEC6-A8B108BD88AE},MetroStnFullPt_70,70,,,,
