X,Y,NAME,WEB_URL,ADDRESS,LINE,TRAININFO_URL,SE_ANNO_CAD_DATA,GLOBALID,GIS_ID,OBJECTID,CREATOR,CREATED,EDITOR,EDITED
-77.03970312,38.90320973,Farragut North,https://www.wmata.com/rider-guide/stations/farragut-north.cfm,"1001 CONNECTICUT AVENUE NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#A02|Farragut North,,{3FC709FA-E53A-4025-9930-F88780353F0F},MetroStnFullPt_41,41,,,,
-77.03363646,38.90134058,McPherson Sq,https://www.wmata.com/rider-guide/stations/mcpherson-sq.cfm,"1400 I STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C02|McPherson Square,,{A549573B-56F2-4627-B0D0-433E2807E49F},MetroStnFullPt_42,42,,,,
-77.04069771,38.90132068,Farragut West,https://www.wmata.com/rider-guide/stations/farragut-west.cfm,"900 18TH STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C03|Farragut West,,{33E5FA76-DAEE-41F0-B55C-7C4885022329},MetroStnFullPt_43,43,,,,
-77.18909716,38.90078833,West Falls Church VT/UVA,https://www.wmata.com/rider-guide/stations/w-falls-church.cfm,"7040 HAYCOCK ROAD, FALLS CHURCH, VA",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#K06|West%20Falls%20Church-VT/UVA,,{03CF6C4A-9348-41B2-8679-650687511F88},MetroStnFullPt_44,44,,,,
-77.05028003,38.90070579,Foggy Bottom GWU,https://www.wmata.com/rider-guide/stations/foggy-bottom.cfm,"2301 I STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C04|Foggy Bottom-GWU,,{6BB1C362-9BF7-4FF9-B80D-DA5E9DF79353},MetroStnFullPt_45,45,,,,
-76.84455387,38.90060752,Largo Town Center,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm," LARGO TOWN CENTER, 9000 LOTTSFORD ROAD, LARGO, MD","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#G05|Largo Town Center,,{223536AF-955E-47C6-A1D1-43D394638D95},MetroStnFullPt_46,46,,,,
-76.94674999,38.89919901,Minnesota Ave,https://www.wmata.com/rider-guide/stations/minnesota-ave.cfm,"400 MINNESOTA AVENUE NE, WASHINGTON, DC",orange,https://www.wmata.com/js/nexttrain/nexttrain.html#D09|Minnesota Ave,,{3E911EA3-8882-4B2E-9DB5-2E1C4A1FE86C},MetroStnFullPt_47,47,,,,
-77.02191767,38.8983246,Gallery Pl-Chinatown,https://www.wmata.com/rider-guide/stations/gallery-place.cfm,"630 H STREET NW, WASHINGTON, DC","red, green, yellow","https://www.wmata.com/js/nexttrain/nexttrain.html#B01,F01|Gallery Pl-Chinatown",,{A38DA8AA-0A32-4087-82A4-7DDB347F090A},MetroStnFullPt_48,48,,,,
-77.02808028,38.89832226,Metro Center,https://www.wmata.com/rider-guide/stations/metro-center.cfm,"607 13TH STREET NW, WASHINGTON, DC","red, blue, orange, silver","https://www.wmata.com/js/nexttrain/nexttrain.html#A01,C01|Metro Center",,{C391E30D-E811-4FFF-9F08-9E8204C4C390},MetroStnFullPt_49,49,,,,
-77.00741657,38.89777383,Union Station,https://www.wmata.com/rider-guide/stations/union-station.cfm,"701 1ST STREET NE, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B03|Union%20Station,,{4868BB9C-8D17-4D3D-8C2D-EBF854A58E22},MetroStnFullPt_50,50,,,,
-77.01664124,38.8960981,Judiciary Sq,https://www.wmata.com/rider-guide/stations/judiciary-sq.cfm,"450 F STREET NW, WASHINGTON, DC",red,https://www.wmata.com/js/nexttrain/nexttrain.html#B02|Judiciary Square,,{92471CDB-E0CE-49FA-B9DC-0765FD9DCCF2},MetroStnFullPt_51,51,,,,
-77.07091098,38.89598688,Rosslyn,https://www.wmata.com/rider-guide/stations/rosslyn.cfm,"1850 N. MOORE STREET, ARLINGTON, VA","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#C05|Rosslyn,,{1E1338C4-A3F8-497A-92A6-F569B1DA2025},MetroStnFullPt_52,52,,,,
-76.868077,38.89384272,Morgan Boulevard,https://www.wmata.com/rider-guide/stations/morgan-blvd.cfm,"300 GARRETT MORGAN BLVD., LANDOVER, MD","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#G04|Morgan Boulevard,,{A2446BF1-C832-41DD-B942-7DB6EBFF89FC},MetroStnFullPt_53,53,,,,
-77.02191667,38.89367301,Archives-Navy Mem'l,https://www.wmata.com/rider-guide/stations/archives.cfm,"701 PENNSYLVANIA AVENUE NW, WASHINGTON, DC","green, yellow",https://www.wmata.com/js/nexttrain/nexttrain.html#F02|Archives-Navy Memorial-Penn Quarter,,{9682A244-C8EF-46E6-8297-D5C5329470B6},MetroStnFullPt_54,54,,,,
-77.02813428,38.89318866,Federal Triangle,https://www.wmata.com/rider-guide/stations/federal-triangle.cfm,"302 12TH STREET NW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D01|Federal Triangle,,{4C4DB076-3EE2-4F5B-BCEE-AC3AA4C15213},MetroStnFullPt_55,55,,,,
-76.93836713,38.89098346,Benning Road,https://www.wmata.com/rider-guide/stations/benning-rd.cfm,"4500 BENNING ROAD NE, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#G01|Benning Road,,{FDFAB61E-7EAB-41FD-A7EE-50F173145243},MetroStnFullPt_56,56,,,,
-77.08713354,38.89018331,Court House,https://www.wmata.com/rider-guide/stations/court-house.cfm,"2100 WILSON BLVD, ARLINGTON, VA","orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#K01|Court House,,{B31D703D-FB78-4D4B-9A0A-AE250C67C3EC},MetroStnFullPt_57,57,,,,
-76.91181036,38.88947365,Capitol Heights,https://www.wmata.com/rider-guide/stations/capitol-hghts.cfm,"133 CENTRAL AVENUE, CAPITOL HEIGHTS, MD","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#G02|Capitol Heights,,{C3D15A6D-8E95-4963-9655-135C2812B01A},MetroStnFullPt_58,58,,,,
-77.02806852,38.88802649,Smithsonian,https://www.wmata.com/rider-guide/stations/smithsonian.cfm,"1200 INDEPENDENCE AVENUE SW, WASHINGTON, DC","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#D02|Smithsonian,,{58C3EB31-633C-4A32-8BB7-E7EF4D9DD62A},MetroStnFullPt_59,59,,,,
-76.89411015,38.88675561,Addison Road Seat Pleasant,https://www.wmata.com/rider-guide/stations/addison-rd.cfm,"100 ADDISON ROAD S., CAPITOL HEIGHTS, MD","blue, orange, silver",https://www.wmata.com/js/nexttrain/nexttrain.html#G03|Addison Road-Seat Pleasant,,{F0D2DD3E-D168-4A80-B512-269FBA6BCF01},MetroStnFullPt_60,60,,,,
