,0
Intercept,0.10110410693115379
C(structure)[T.2.0],0.05948589469010819
C(structure)[T.3.0],0.03167531632788763
C(structure)[T.4.0],0.03443175308930263
C(structure)[T.5.0],0.03589977329882692
bedSQ,0.0018319542148838759
roomsSQ,0.0011182080789234835
LANDAREA,6.5209588689199364e-06
metro50,0.02161194031040418
ROOMS,0.021654678176930005
HF_BATHRM,0.019471191812113365
BATHRM,0.013425089078506055
