,Unnamed: 0.1,Unnamed: 0,BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,EYB,STORIES,PRICE,STRUCT,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_SUBNBHD,WARD,SQUARE,X,Y,QUADRANT,year,"('distance', '.25metro', '.50metro')",distance2
0,35,35,3,1,Y,2.0,8,3,1969,3.0,,Row Inside,Average,2.0,3,1853,1436 CORCORAN STREET NW,WASHINGTON,DC,20009.0,18S UJ 23689 08944,38.91170718,-77.03350481,040 E Old City 2,Ward 2,208,-77.03336605302212,38.91171593355257,NW,2017,0.4880532276305523,0.6568358657369349
1,44,44,3,2,Y,2.0,10,4,1967,3.0,1700000.0,Row Inside,Very Good,2.0,2,1853,1416 CORCORAN STREET NW,WASHINGTON,DC,20009.0,18S UJ 23749 08943,38.91170567,-77.03281462,040 E Old City 2,Ward 2,208,-77.03336605302212,38.91171593355257,NW,2017,0.4644530947891233,0.7750976950026696
2,75,75,2,1,Y,2.0,11,3,1985,2.0,,Row Inside,Average,2.0,2,1340,1922 NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,20009.0,18S UJ 23336 09449,38.91617962,-77.03769848,040 D Old City 2,Ward 2,176,-77.03782954621951,38.91618992735694,NW,2017,0.54807683621845,0.7499118365020585
3,81,81,2,1,Y,2.0,11,3,1990,2.0,1363000.0,Row Inside,Good,2.0,2,1320,1910 1/2 NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,20009.0,18S UJ 23320 09420,38.9159549,-77.03786325,040 D Old City 2,Ward 2,176,-77.03782954621951,38.91618992735694,NW,2017,0.530267744882663,0.6923946799002876
4,90,90,6,0,N,4.0,18,4,1957,3.0,1500000.0,Multi,Average,4.0,0,1760,1619 SWANN STREET NW,WASHINGTON,DC,20009.0,18S UJ 23350 09318,38.91500419,-77.03750772,040 D Old City 2,Ward 2,177,-77.03722060883345,38.91503291516594,NW,2017,0.48959697341498226,0.40337580368025155
5,99,99,4,0,N,4.0,14,6,1970,3.0,1351830.0,Row End,Average,4.0,4,960,1707 21ST STREET NW,WASHINGTON,DC,20009.0,18S UJ 22573 09115,38.91301925,-77.04640703,040 D Old City 2,Ward 2,92,-77.04614770438536,38.91314454071789,NW,2017,0.2852297661488794,0.3845523642649626
6,103,103,4,1,Y,2.0,11,6,1963,3.0,1844970.0,Semi-Detached,Good,2.0,2,1224,2025 R STREET NW,WASHINGTON,DC,20009.0,18S UJ 22569 09087,38.91276223,-77.04644353,040 D Old City 2,Ward 2,92,-77.04614770438536,38.91314454071789,NW,2017,0.2719195844930744,0.26473772515720606
7,119,119,3,1,Y,1.0,11,5,1972,3.0,1625000.0,Row Inside,Good,2.0,7,1800,2014 HILLYER PLACE NW,WASHINGTON,DC,20009.0,18S UJ 22638 08967,38.91170335,-77.04562443,040 D Old City 2,Ward 2,93,-77.04588948289005,38.912002776430526,NW,2017,0.18719784069456086,0.2612725809152395
8,120,120,3,1,Y,2.0,11,5,1963,3.0,,Row Inside,Good,2.0,2,1800,2012 HILLYER PLACE NW,WASHINGTON,DC,20009.0,18S UJ 22644 08967,38.91170338,-77.04555168,040 D Old City 2,Ward 2,93,-77.04588948289005,38.912002776430526,NW,2017,0.18474761370327683,0.6023458365571952
9,138,138,2,2,Y,2.0,8,5,1972,3.0,1925000.0,Row Inside,Good,2.0,1,1627,1760 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23087 09363,38.91535621,-77.04054670000001,040 D Old City 2,Ward 2,152,-77.04042907495098,38.914881109044266,NW,2017,0.4259228256490766,0.23373908652163675
10,149,149,2,0,Y,1.0,6,3,1967,2.0,950000.0,Row Inside,Good,1.0,1,652,1808 CORCORAN STREET NW,WASHINGTON,DC,20009.0,18S UJ 22944 08968,38.91176881,-77.04209868,040 D Old City 2,Ward 2,134,-77.04271917315464,38.9120192914683,NW,2017,0.1652784931077985,0.26449368119924477
11,153,153,2,1,Y,2.0,7,3,1960,2.0,1330000.0,Row Inside,Average,2.0,1,1800,1639 19TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 22853 09030,38.91230694,-77.04315528,040 D Old City 2,Ward 2,134,-77.04271917315464,38.9120192914683,NW,2017,0.18702527555697884,0.13495065729631534
12,154,154,4,0,Y,4.0,12,4,1972,4.0,2279000.0,Row End,Good,4.0,1,1685,1524 18TH STREET NW,WASHINGTON,DC,20036.0,18S UJ 22955 08812,38.91036492,-77.04193240000001,040 D Old City 2,Ward 2,136,-77.04207727053004,38.91043764670675,NW,2017,0.0954245248998064,0.8295134232554767
13,161,161,1,1,Y,1.0,6,3,1964,2.0,635000.0,Semi-Detached,Average,1.0,0,827,1720 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23208 09593,38.91744741,-77.03921686,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.5865545666692144,0.7088008056712786
14,173,173,3,0,Y,2.0,8,4,1972,3.0,2020000.0,Row End,Very Good,2.0,2,818,1601 15TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 23615 08901,38.91130111,-77.03434585,040 E Old City 2,Ward 2,208,-77.03336605302212,38.91171593355257,NW,2017,0.5011978562006494,0.7462921987302981
15,191,191,3,1,Y,2.0,12,3,1969,2.0,2000000.0,Row Inside,Very Good,2.0,3,2150,1442 Q STREET NW,WASHINGTON,DC,20009.0,18S UJ 23666 08862,38.91095681,-77.03374913,040 E Old City 2,Ward 2,209,-77.03344587882418,38.91049827755338,NW,2017,0.5277082744688123,0.7286521844202487
16,192,192,3,0,Y,2.0,8,3,1969,3.0,,Row Inside,Good,2.0,1,1612,1450 Q STREET NW,WASHINGTON,DC,20009.0,18S UJ 23645 08862,38.91095845,-77.03398549,040 E Old City 2,Ward 2,209,-77.03344587882418,38.91049827755338,NW,2017,0.5152349007299487,0.7519316671911765
17,196,196,2,1,Y,2.0,8,2,1969,3.0,,Row Inside,Good,1.0,0,2150,1440 Q STREET NW,WASHINGTON,DC,20009.0,18S UJ 23672 08861,38.91095476,-77.03367326,040 E Old City 2,Ward 2,209,-77.03344587882418,38.91049827755338,NW,2017,0.5316959808597872,0.733157195458012
18,200,200,2,1,N,1.0,7,4,1960,2.25,,Row Inside,Average,1.0,0,2000,1428 Q STREET NW,WASHINGTON,DC,20009.0,18S UJ 23711 08862,38.91096596,-77.03322325,040 E Old City 2,Ward 2,209,-77.03344587882418,38.91049827755338,NW,2017,0.5184204245840713,0.7005863127066103
19,212,212,2,1,Y,1.0,7,4,1972,3.0,1510000.0,Row Inside,Good,1.0,1,1450,1822 16TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 23402 09281,38.91467684,-77.03689343,040 D Old City 2,Ward 2,177,-77.03722060883345,38.91503291516594,NW,2017,0.4953893325213233,0.7199988753043567
20,225,225,2,1,Y,2.0,6,3,1969,2.0,1120000.0,Row Inside,Good,2.0,1,1015,1908 16TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 23407 09411,38.91589991,-77.03686708,040 D Old City 2,Ward 2,177,-77.03722060883345,38.91503291516594,NW,2017,0.509116087174398,0.7374019086133875
21,229,229,3,0,Y,2.0,8,3,1969,2.0,,Row End,Good,2.0,2,1249,1605 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23390 09401,38.91576013,-77.03707029,040 D Old City 2,Ward 2,177,-77.03722060883345,38.91503291516594,NW,2017,0.5214218900404292,0.7533616232414098
22,236,236,1,1,Y,1.0,6,2,1964,2.0,915000.0,Row Inside,Good,1.0,1,900,1905 NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,20009.0,18S UJ 23370 09411,38.91584716,-77.03730095,040 D Old City 2,Ward 2,177,-77.03722060883345,38.91503291516594,NW,2017,0.5327071124797058,0.33460816865449444
23,246,246,5,1,Y,2.0,9,5,1984,3.0,2295000.0,Row Inside,Very Good,2.0,2,1080,1619 1/2 21ST STREET NW,WASHINGTON,DC,20009.0,18S UJ 22571 09016,38.91212292,-77.04640506,040 D Old City 2,Ward 2,93,-77.04588948289005,38.912002776430526,NW,2017,0.236603705096005,0.3255823230997922
24,254,254,3,1,Y,1.0,12,5,1969,3.0,1670000.0,Row Inside,Good,2.0,2,1047,1615 21ST STREET NW,WASHINGTON,DC,20009.0,18S UJ 22573 09003,38.91201276,-77.04638216,040 D Old City 2,Ward 2,93,-77.04588948289005,38.912002776430526,NW,2017,0.23022146849833255,0.22952048310269493
25,270,270,1,0,Y,1.0,4,2,1964,2.0,,Row Inside,Good,1.0,0,453,805 25TH STREET NW,WASHINGTON,DC,20037.0,18S UJ 21960 07669,38.89986979,-77.05310291,,Ward 2,29,-77.05288007994662,38.90028791300561,NW,2017,0.162295490023128,0.8575214153060368
26,282,282,1,1,Y,1.0,6,3,1964,3.0,875000.0,Row Inside,Very Good,1.0,0,827,1703 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23248 09617,38.91767187,-77.03875332,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.6063592077755843,0.8513696700441369
27,290,290,1,1,Y,1.0,6,3,1964,3.0,880000.0,Row Inside,Good,1.0,1,827,1719 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23214 09617,38.91767002,-77.03915587,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.6020092669847626,0.86183089712906
28,310,310,2,0,Y,1.0,6,3,1972,3.0,800000.0,Row Inside,Good,1.0,1,952,1738 V STREET NW,WASHINGTON,DC,20009.0,18S UJ 23166 09649,38.91794783,-77.03971113,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.6094064715960442,0.29296661915411265
29,339,339,1,1,Y,1.0,5,3,1967,2.0,825000.0,Row Inside,Good,1.0,2,1125,1341 V STREET NW,WASHINGTON,DC,20009.0,18S UJ 23923 09669,38.91828342,-77.03098996,040 F Old City 2,Ward 1,235,-77.03079004818106,38.91875523740519,NW,2017,0.20715868306516974,0.5440798635568399
30,355,355,2,0,N,1.0,10,4,1963,3.0,1600000.0,Row Inside,Average,2.0,6,1860,1630 RIGGS PLACE NW,WASHINGTON,DC,20009.0,18S UJ 23306 09120,38.91321111,-77.03795669,040 D Old City 2,Ward 2,178,-77.03766981136681,38.913217043146695,NW,2017,0.384722561028093,0.5512000154651157
31,357,357,3,1,Y,1.0,13,5,1972,3.0,1890000.0,Row Inside,Good,2.0,6,1860,1626 RIGGS PLACE NW,WASHINGTON,DC,20009.0,18S UJ 23319 09117,38.91319134,-77.03781336,040 D Old City 2,Ward 2,178,-77.03766981136681,38.913217043146695,NW,2017,0.38975726872551314,0.5652228406878665
32,360,360,3,1,Y,1.0,8,5,1972,3.0,2210555.0,Row Inside,Very Good,1.0,5,1860,1620 RIGGS PLACE NW,WASHINGTON,DC,20009.0,18S UJ 23338 09119,38.91321051,-77.0375959,040 D Old City 2,Ward 2,178,-77.03766981136681,38.913217043146695,NW,2017,0.3996729035319141,0.5961976251485004
33,368,368,2,1,Y,2.0,10,3,1963,3.0,1525000.0,Row Inside,Average,1.0,6,1859,1613 RIGGS PLACE NW,WASHINGTON,DC,20009.0,18S UJ 23357 09151,38.91350551,-77.03737871,040 D Old City 2,Ward 2,178,-77.03766981136681,38.913217043146695,NW,2017,0.42157538366981995,0.591567339356598
34,369,369,3,0,N,2.0,6,3,1963,3.0,1250000.0,Row Inside,Average,2.0,0,1859,1615 RIGGS PLACE NW,WASHINGTON,DC,20009.0,18S UJ 23351 09151,38.91349774,-77.03744974,040 D Old City 2,Ward 2,178,-77.03766981136681,38.913217043146695,NW,2017,0.41830127718753407,0.2272914479050361
35,384,384,2,0,Y,1.0,7,2,1969,3.0,599100.0,Row Inside,Good,1.0,1,362,800 NEW HAMPSHIRE AVENUE NW,WASHINGTON,DC,20037.0,18S UJ 21968 07655,38.89974975,-77.05300714,,Ward 2,29,-77.05288007994662,38.90028791300561,NW,2017,0.16071932411935994,0.26649566420467774
36,401,401,3,1,Y,1.0,8,4,1991,3.0,,Row End,Good,1.0,1,996,1002 23RD STREET NW,WASHINGTON,DC,20037.0,18S UJ 22205 08059,38.90343389,-77.05038132,,Ward 2,38,-77.05074877626946,38.90350782941716,NW,2017,0.18844089131594072,0.28311040324642545
37,408,408,2,1,Y,1.0,6,2,1969,2.0,,Semi-Detached,Good,1.0,2,1857,1013 24TH STREET NW,WASHINGTON,DC,20037.0,18S UJ 22134 08070,38.90351651,-77.05119439,,Ward 2,38,-77.05074877626946,38.90350782941716,NW,2017,0.2001892859600054,0.805181392283328
38,426,426,3,1,Y,3.0,10,4,1963,3.0,1450000.0,Row Inside,Average,3.0,1,1190,1721 U STREET NW,WASHINGTON,DC,20009.0,18S UJ 23201 09565,38.9172019,-77.0392926,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.5693492225687669,0.8072139906912664
39,449,449,2,1,Y,1.0,6,2,1967,2.0,,Row Inside,Good,1.0,0,960,1750 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23135 09594,38.91744937,-77.04006036,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.5707864866864492,0.8085655593710684
40,450,450,1,1,Y,1.0,6,3,1957,2.0,,Row Inside,Average,1.0,1,960,1748 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23139 09594,38.9174493,-77.0400042,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.5717421900651765,0.8141221118001745
41,454,454,1,1,Y,1.0,6,3,1967,2.0,,Row Inside,Good,1.0,0,960,1740 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23159 09594,38.91744821,-77.03977865,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.5756712659678159,0.2770597892006287
42,458,458,2,1,Y,1.0,9,3,1969,3.0,932000.0,Row Inside,Average,1.0,6,990,1304 W STREET NW,WASHINGTON,DC,20009.0,18S UJ 24003 09748,38.91901162,-77.03008323,040 F Old City 2,Ward 1,235,-77.03079004818106,38.91875523740519,NW,2017,0.19591085573787995,0.33299228966477734
43,465,465,3,0,N,1.0,14,4,1960,3.0,,Row Inside,Average,1.0,0,1569,1334 W STREET NW,WASHINGTON,DC,20009.0,18S UJ 23919 09749,38.91899758,-77.03106004,040 F Old City 2,Ward 1,235,-77.03079004818106,38.91875523740519,NW,2017,0.23546110610479917,0.3295528004177558
44,466,466,2,0,N,1.0,11,5,1960,3.0,,Row Inside,Average,1.0,0,1569,1332 W STREET NW,WASHINGTON,DC,20009.0,18S UJ 23925 09750,38.91900868,-77.03099374,040 F Old City 2,Ward 1,235,-77.03079004818106,38.91875523740519,NW,2017,0.23302901993441202,0.32535205936071776
45,467,467,3,0,N,1.0,10,3,1960,3.0,,Row Inside,Average,1.0,0,1569,1330 W STREET NW,WASHINGTON,DC,20009.0,18S UJ 23930 09750,38.91900699,-77.03092651,040 F Old City 2,Ward 1,235,-77.03079004818106,38.91875523740519,NW,2017,0.2300586474469717,0.23489974645610132
46,492,492,2,0,N,1.0,8,5,1960,2.0,,Row Inside,Fair,1.0,0,1800,1311 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23989 09391,38.91578743,-77.03016085,040 E Old City 2,Ward 1,237,-77.03073917141384,38.91638829658692,NW,2017,0.16609920361810993,0.45762448928478566
47,505,505,5,0,Y,2.0,7,6,1969,2.0,1800000.0,Row Inside,Good,2.0,4,2033,1610 1/2 Q STREET NW,WASHINGTON,DC,20009.0,18S UJ 23328 08866,38.91093147,-77.03763967,040 D Old City 2,Ward 2,180,-77.03804771055273,38.9107076281542,NW,2017,0.3235893796103025,0.5637322934738493
48,514,514,2,0,N,2.0,8,4,1972,3.0,,Row Inside,Average,2.0,1,1623,2030 15TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 23590 09637,38.917923,-77.03482505,040 F Old City 2,Ward 1,189,-77.03481394651966,38.917404371803066,NW,2017,0.3986189274892038,0.5535960667840815
49,522,522,3,1,Y,2.0,8,5,1972,3.0,1370000.0,Row Inside,Good,2.0,4,1199,2008 1/2 15TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 23593 09573,38.91734549,-77.03477218,040 F Old City 2,Ward 1,189,-77.03481394651966,38.917404371803066,NW,2017,0.39145153286122486,0.443496563261462
50,532,532,3,0,Y,1.0,7,4,1960,3.0,1120000.0,Row Inside,Average,1.0,1,1163,1336 22ND STREET NW,WASHINGTON,DC,20037.0,18S UJ 22335 08599,38.90832727,-77.04901749,,Ward 2,49,-77.04904492412135,38.90812954621882,NW,2017,0.3135994273151084,0.23275343629942732
51,537,537,3,1,Y,3.0,10,3,1972,3.0,837500.0,Row Inside,Good,3.0,1,1062,2213 WASHINGTON CIRCLE NW,WASHINGTON,DC,20037.0,18S UJ 22291 08007,38.9029839,-77.04937859,,Ward 2,53,-77.04909159853383,38.90304108139037,NW,2017,0.1645815331517962,0.26840792851469064
52,542,542,3,1,Y,2.0,11,5,1984,3.0,,Row Inside,Good,2.0,3,1036,1016 22ND STREET NW,WASHINGTON,DC,20037.0,18S UJ 22324 08038,38.90326935,-77.04900525,,Ward 2,53,-77.04909159853383,38.90304108139037,NW,2017,0.18979306637697183,0.24570136974355283
53,546,546,3,1,Y,1.0,8,3,1984,3.0,1725000.0,Row Inside,Good,2.0,2,956,1008 22ND STREET NW,WASHINGTON,DC,20037.0,18S UJ 22320 08011,38.903029,-77.04903794,,Ward 2,53,-77.04909159853383,38.90304108139037,NW,2017,0.17373710469248943,0.8465903390720986
54,572,572,2,1,Y,1.0,7,3,1964,2.0,1155200.0,Row Inside,Good,1.0,1,1450,1725 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23195 09619,38.91768328,-77.03936759,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.5986297696448994,0.8443797199381546
55,573,573,2,1,Y,1.0,6,3,1964,2.0,1037500.0,Row Inside,Good,1.0,1,1450,1727 SEATON STREET NW,WASHINGTON,DC,20009.0,18S UJ 23188 09619,38.91768443,-77.03945223,040 D Old City 2,Ward 1,150,-77.03956684180734,38.917462409043225,NW,2017,0.597066625864667,0.6449145467173499
56,595,595,2,0,N,2.0,10,4,1963,3.0,1500000.0,Row Inside,Average,2.0,0,2000,1747 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23099 09411,38.91578649,-77.04042414,040 D Old City 2,Ward 2,151,-77.04009434832557,38.91617752904783,NW,2017,0.45602344926968663,0.5477279686311831
57,633,633,1,1,N,1.0,13,6,1960,3.0,1500000.0,Row Inside,Average,1.0,0,1800,1327 CORCORAN STREET NW,WASHINGTON,DC,20009.0,18S UJ 23927 08973,38.91201115,-77.03076851,040 E Old City 2,Ward 2,240,-77.03060072225983,38.911885349656266,NW,2017,0.38730216086464214,0.6253064438497553
58,647,647,4,0,Y,3.0,10,4,1969,3.0,1412500.0,Row Inside,Good,3.0,1,1667,1527 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23520 09399,38.91576501,-77.03557165,040 E Old City 2,Ward 2,190,-77.03537690300416,38.916374721032106,NW,2017,0.44215842676580713,0.6262206549347129
59,658,658,3,1,Y,1.0,6,3,1967,2.0,,Semi-Detached,Good,1.0,1,1423,1518 CAROLINE STREET NW,WASHINGTON,DC,20009.0,18S UJ 23512 09442,38.91615044,-77.03566639,040 E Old City 2,Ward 2,190,-77.03537690300416,38.916374721032106,NW,2017,0.44280487162341653,0.6040469230682397
60,662,662,1,1,N,1.0,8,3,1957,2.0,,Semi-Detached,Average,1.0,1,1423,1510 CAROLINE STREET NW,WASHINGTON,DC,20009.0,18S UJ 23538 09441,38.91615243,-77.03537213,040 E Old City 2,Ward 2,190,-77.03537690300416,38.916374721032106,NW,2017,0.4271256754564211,0.5980582524605801
61,663,663,1,0,N,1.0,5,3,1947,2.0,815000.0,Semi-Detached,Average,1.0,0,1423,1508 CAROLINE STREET NW,WASHINGTON,DC,20009.0,18S UJ 23545 09441,38.91615074,-77.03529222,040 E Old City 2,Ward 2,190,-77.03537690300416,38.916374721032106,NW,2017,0.4228910458594524,0.5930897272174673
62,664,664,2,0,Y,1.0,7,3,1980,3.0,1300000.0,Semi-Detached,Good,1.0,0,1423,1506 CAROLINE STREET NW,WASHINGTON,DC,20009.0,18S UJ 23551 09441,38.91614752,-77.03522557,040 E Old City 2,Ward 2,190,-77.03537690300416,38.916374721032106,NW,2017,0.41937776796755083,0.6164989334903137
63,671,671,1,0,Y,1.0,5,2,1967,2.0,1115000.0,Semi-Detached,Good,1.0,2,1423,1515 CAROLINE STREET NW,WASHINGTON,DC,20009.0,18S UJ 23521 09472,38.91642162,-77.03557751,040 E Old City 2,Ward 2,190,-77.03537690300416,38.916374721032106,NW,2017,0.43593057646527517,0.3995548356972205
64,682,682,4,0,Y,4.0,12,4,1983,4.0,2700000.0,Row Inside,Good,4.0,6,1313,2108 R STREET NW,WASHINGTON,DC,20008.0,18S UJ 22499 09050,38.91241527,-77.04724004,040 D Old City 2,Ward 2,66,-77.04709522288465,38.91229908897856,NW,2017,0.28252793377738145,0.41982643441823786
65,699,699,4,2,Y,2.0,13,5,1963,2.0,1800000.0,Row End,Average,2.0,3,2034,2139 N STREET NW,WASHINGTON,DC,20037.0,18S UJ 22404 08502,38.90745956,-77.0482043,,Ward 2,69,-77.04777818175225,38.90780341631853,NW,2017,0.2968621186985054,0.7098118444930813
66,713,713,3,1,Y,2.0,7,4,1972,3.0,1505000.0,Row End,Average,2.0,3,1600,1720 WILLARD STREET NW,WASHINGTON,DC,20009.0,18S UJ 23196 09447,38.91613702,-77.03931473,040 D Old City 2,Ward 2,151,-77.04009434832557,38.91617752904783,NW,2017,0.5019127686075889,0.5965829830062359
67,774,774,2,0,N,2.0,7,3,1960,3.0,1699000.0,Row Inside,Average,2.0,0,2000,1313 Q STREET NW,WASHINGTON,DC,20009.0,18S UJ 23968 08892,38.91129296,-77.03026722,040 E Old City 2,Ward 2,240,-77.03060072225983,38.911885349656266,NW,2017,0.4218478728242082,0.5638128424862047
68,801,801,3,1,Y,1.0,9,5,1969,3.0,,Row Inside,Good,1.0,3,1440,1910 15TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 23586 09425,38.91601053,-77.03480728,040 E Old City 2,Ward 2,190,-77.03537690300416,38.916374721032106,NW,2017,0.3986758842420581,0.38328067694685525
69,843,843,2,0,Y,1.0,5,2,1957,2.0,,Row Inside,Average,1.0,1,840,2140 NEWPORT PLACE NW,WASHINGTON,DC,20037.0,18S UJ 22433 08534,38.90775977,-77.04786831,,Ward 2,69,-77.04777818175225,38.90780341631853,NW,2017,0.27102036576689176,0.6370694139719315
70,865,865,3,1,Y,2.0,7,5,1972,3.0,,Row Inside,Good,2.0,0,1700,1755 T STREET NW,WASHINGTON,DC,20009.0,18S UJ 23070 09412,38.91579241,-77.04075358,040 D Old City 2,Ward 2,151,-77.04009434832557,38.91617752904783,NW,2017,0.4504761027060927,0.7065430727458119
71,875,875,2,1,Y,2.0,7,3,1967,2.0,1345000.0,Row Inside,Very Good,2.0,2,1098,1910 17TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 23246 09415,38.91585625,-77.03873146,040 D Old City 2,Ward 2,151,-77.04009434832557,38.91617752904783,NW,2017,0.4996013979389437,0.5040443905401529
72,881,881,3,1,N,2.0,7,7,1963,3.0,,Row End,Average,2.0,6,1755,1735 S STREET NW,WASHINGTON,DC,20009.0,18S UJ 23076 09246,38.91429553,-77.04064433,040 D Old City 2,Ward 2,152,-77.04042907495098,38.914881109044266,NW,2017,0.35641320656998265,0.49562317752663093
73,886,886,2,1,Y,1.0,6,3,1964,2.0,,Row Inside,Good,1.0,1,1755,1747 S STREET NW,WASHINGTON,DC,20009.0,18S UJ 23044 09250,38.91432675,-77.04102036,040 D Old City 2,Ward 2,152,-77.04042907495098,38.914881109044266,NW,2017,0.3504585097423048,0.5425652687660071
74,890,890,2,0,Y,2.0,6,3,1967,2.0,1041000.0,Row Inside,Good,2.0,0,1400,1738 SWANN STREET NW,WASHINGTON,DC,20009.0,18S UJ 23084 09290,38.91470058,-77.04056639,040 D Old City 2,Ward 2,152,-77.04042907495098,38.914881109044266,NW,2017,0.3836515807807453,0.6744698269725209
75,893,893,3,1,Y,3.0,10,4,1972,3.0,2600000.0,Row End,Good,3.0,6,2762,1310 VERMONT AVENUE NW,WASHINGTON,DC,20005.0,18S UJ 23898 08521,38.90793158,-77.03098085,040 C Old City 2,Ward 2,242,-77.03112822103574,38.90872783642995,NW,2017,0.47692218835798694,0.7223701369577015
76,898,898,3,1,Y,2.0,9,5,1991,3.0,,Row Inside,Very Good,2.0,7,1423,1308 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20005.0,18S UJ 23911 08632,38.90893982,-77.03086657,040 C Old City 2,Ward 2,242,-77.03112822103574,38.90872783642995,NW,2017,0.5107928223694458,0.7419269877216967
77,900,900,6,1,Y,3.0,8,6,1978,3.0,2600000.0,Row Inside,Good,3.0,3,2524,1318 RHODE ISLAND AVENUE NW,WASHINGTON,DC,20005.0,18S UJ 23881 08617,38.90880047,-77.03119983,040 C Old City 2,Ward 2,242,-77.03112822103574,38.90872783642995,NW,2017,0.5246216041633202,0.6176783578460878
78,915,915,4,1,Y,4.0,7,4,1957,3.0,1450000.0,Row Inside,Average,4.0,0,2147,1312 13TH STREET NW,WASHINGTON,DC,20005.0,18S UJ 23993 08495,38.90771927,-77.02987901,040 C Old City 2,Ward 2,243,-77.02989598533358,38.90813845924844,NW,2017,0.4367645554251396,0.6466120360124964
79,920,920,1,0,Y,1.0,5,1,1954,2.0,635000.0,Semi-Detached,Average,1.0,1,1090,1341 VERMONT AVENUE NW,WASHINGTON,DC,20005.0,18S UJ 23979 08565,38.908349900000005,-77.03006674,040 C Old City 2,Ward 2,243,-77.02989598533358,38.90813845924844,NW,2017,0.45722375546127625,0.5615075008526295
80,925,925,4,1,N,3.0,12,5,1960,3.0,,Row End,Average,3.0,3,1080,1602 13TH STREET NW,WASHINGTON,DC,20009.0,18S UJ 24000 08923,38.91157636,-77.02991694,040 E Old City 2,Ward 2,240,-77.03060072225983,38.911885349656266,NW,2017,0.3970457615400054,0.645649835566426
81,934,934,2,1,Y,2.0,7,3,1992,2.0,1325000.0,Multi,Good,2.0,1,944,1507 CHURCH STREET NW,WASHINGTON,DC,20005.0,18S UJ 23556 08812,38.91049206,-77.03499575,040 E Old City 2,Ward 2,194,-77.03530579679109,38.91049390880296,NW,2017,0.4565433770009992,0.6046964261239755
82,945,945,2,0,Y,2.0,8,4,1960,2.0,,Row Inside,Good,2.0,1,2050,1523 O STREET NW,WASHINGTON,DC,20005.0,18S UJ 23507 08633,38.90887049,-77.03551448,040 E Old City 2,Ward 2,195,-77.03528273788324,38.90887855428911,NW,2017,0.42758494347153325,0.6578621428162763
83,952,952,3,1,Y,2.0,10,5,1987,3.0,2299000.0,Row End,Very Good,2.0,3,2125,1410 1/2 15TH STREET NW,WASHINGTON,DC,20005.0,18S UJ 23572 08660,38.90912259,-77.03478074,040 E Old City 2,Ward 2,195,-77.03528273788324,38.90887855428911,NW,2017,0.46517878227130194,0.3661929839435316
84,968,968,4,0,Y,2.0,6,3,1980,3.0,1410000.0,Row Inside,Good,2.0,1,1473,2109 N STREET NW,WASHINGTON,DC,20037.0,18S UJ 22478 08496,38.90742821,-77.04734038,,Ward 2,69,-77.04777818175225,38.90780341631853,NW,2017,0.25893754216940773,0.40918673613207446
