,Unnamed: 0.1,Unnamed: 0,BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,EYB,STORIES,PRICE,STRUCT,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_SUBNBHD,WARD,SQUARE,X,Y,QUADRANT,year,"('distance', '.25metro', '.50metro')",distance2
7191,106140,106140,2,0,N,1.0,6,3,1967,2.0,136000.0,Semi-Detached,Good,1.0,0,2012,3445 23RD STREET SE,WASHINGTON,DC,20020.0,18S UJ 28877 01581,38.84641929,-76.97186168,043 C Randle Heights,Ward 8,5897,-76.97229199952855,38.84564865353426,SE,2017,0.40587061249321577,0.5933939589457052
7192,106143,106143,1,0,N,1.0,5,2,1957,2.0,,Semi-Detached,Average,1.0,0,2012,3439 23RD STREET SE,WASHINGTON,DC,20020.0,18S UJ 28879 01605,38.8466345,-76.97185203,043 C Randle Heights,Ward 8,5897,-76.97229199952855,38.84564865353426,SE,2017,0.41959289228563995,0.47221840323214764
7193,106166,106166,2,1,Y,1.0,5,3,1969,2.0,266300.0,Semi-Detached,Good,1.0,0,3243,1212 TRENTON PLACE SE,WASHINGTON,DC,20032.0,18S UJ 27353 00998,38.84086551,-76.98927165,016 B Congress Heights,Ward 8,5936,-76.98910539779042,38.841381004320176,SE,2017,0.3339088351265351,2.321710122495962
7194,106171,106171,2,0,Y,1.0,5,2,1967,2.0,305000.0,Single,Good,1.0,0,6374,130 CHESAPEAKE STREET SW,WASHINGTON,DC,20032.0,18S UH 25555 99664,38.82850239,-77.00963978,016 A Congress Heights,Ward 8,6201,-77.00974495213299,38.82807885724542,SW,2017,1.6416969715663448,2.4480680580780363
7195,106176,106176,4,0,N,4.0,16,4,1964,2.0,340730.0,Multi,Good,4.0,0,5609,182 CHESAPEAKE STREET SW,WASHINGTON,DC,20032.0,18S UH 25357 99663,38.82845228,-77.01191581,016 A Congress Heights,Ward 8,6201,-77.00974495213299,38.82807885724542,SW,2017,1.7310455246731624,0.773476677833648
7196,106182,106182,4,0,N,4.0,14,4,1964,2.0,,Multi,Good,4.0,0,4493,550 NEWCOMB STREET SE,WASHINGTON,DC,20032.0,18S UJ 26548 01554,38.8457156,-76.99868471,016 B Congress Heights,Ward 8,5984,-76.9986112997061,38.845942262191954,SE,2017,0.5469306039858151,1.828098157043049
7197,106208,106208,1,1,Y,1.0,6,3,1967,2.0,320000.0,Semi-Detached,Very Good,1.0,0,3860,4133 4TH STREET SE,WASHINGTON,DC,20032.0,18S UH 26325 99766,38.82957444,-77.00080065,016 C Congress Heights,Ward 8,6167,-77.00124302671713,38.82946111823161,SE,2017,1.29266060351977,1.8358203646020566
7198,106212,106212,2,0,Y,1.0,6,3,1967,2.0,300000.0,Semi-Detached,Very Good,1.0,0,3520,4135 4TH STREET SE,WASHINGTON,DC,20032.0,18S UH 26325 99756,38.82947868,-77.00079236,016 C Congress Heights,Ward 8,6167,-77.00124302671713,38.82946111823161,SE,2017,1.2981210288504743,2.1376920205704897
7199,106224,106224,1,1,Y,1.0,7,3,1952,2.0,,Semi-Detached,Average,1.0,0,1840,620 FORRESTER STREET SE,WASHINGTON,DC,20032.0,18S UH 26551 99262,38.82507812,-76.99807336,016 C Congress Heights,Ward 8,6211,-76.9981611960974,38.82554031152832,SE,2017,1.511576523833766,1.640661293909595
7200,106260,106260,2,0,Y,1.0,6,3,1970,2.0,228500.0,Semi-Detached,Good,1.0,0,2420,644 BRANDYWINE STREET SE,WASHINGTON,DC,20032.0,18S UH 26643 99836,38.83026878,-76.99715129,016 C Congress Heights,Ward 8,6163,-76.9968734086853,38.830307069366704,SE,2017,1.16012272655377,1.641199824395608
7201,106261,106261,1,0,Y,1.0,6,3,1961,2.0,215000.0,Semi-Detached,Average,1.0,0,2420,642 BRANDYWINE STREET SE,WASHINGTON,DC,20032.0,18S UH 26638 99838,38.83028247,-76.99720899,016 C Congress Heights,Ward 8,6163,-76.9968734086853,38.830307069366704,SE,2017,1.1605035251123055,1.6212672709077307
7202,106268,106268,1,0,Y,1.0,6,3,1951,2.0,,Semi-Detached,Average,1.0,0,2420,668 BRANDYWINE STREET SE,WASHINGTON,DC,20032.0,18S UH 26697 99837,38.83028137,-76.99653306,016 C Congress Heights,Ward 8,6163,-76.9968734086853,38.830307069366704,SE,2017,1.146409081374664,0.2875971873807404
7203,106290,106290,1,2,N,1.0,5,3,1956,2.0,,Row End,Average,1.0,0,2833,1217 SAVANNAH STREET SE,WASHINGTON,DC,20032.0,18S UJ 27329 01218,38.84284469,-76.98960229,016 B Congress Heights,Ward 8,5937,-76.98947981049619,38.84259787647406,SE,2017,0.20336192144709972,0.27848572589888976
7204,106293,106293,1,1,Y,1.0,5,3,1966,2.0,200000.0,Row End,Good,1.0,0,2833,1223 SAVANNAH STREET SE,WASHINGTON,DC,20032.0,18S UJ 27351 01222,38.84288773,-76.98934449,016 B Congress Heights,Ward 8,5937,-76.98947981049619,38.84259787647406,SE,2017,0.19691914524676307,0.7432369297982511
7205,106297,106297,2,1,Y,1.0,7,4,1966,2.0,350000.0,Semi-Detached,Good,1.0,0,2505,761 UPSAL STREET SE,WASHINGTON,DC,20032.0,18S UJ 26915 00857,38.83951693,-76.994275,016 B Congress Heights,Ward 8,5960,-76.99509996168939,38.83916553668249,SE,2017,0.5255478730886133,0.8670124646578637
7206,106305,106305,2,0,Y,2.0,8,2,1970,2.0,317000.0,Multi,Very Good,2.0,0,2280,3502 7TH STREET SE,WASHINGTON,DC,20032.0,18S UJ 26736 00826,38.83920343,-76.99633266,016 B Congress Heights,Ward 8,5960,-76.99509996168939,38.83916553668249,SE,2017,0.6130703931328373,0.8629668463663602
7207,106319,106319,2,0,Y,1.0,6,3,1967,2.0,349900.0,Semi-Detached,Very Good,1.0,0,2300,534 OAKWOOD STREET SE,WASHINGTON,DC,20032.0,18S UJ 26445 01527,38.84545923,-76.99985854,016 B Congress Heights,Ward 8,5985,-76.99979699774794,38.84561521691915,SE,2017,0.6102097090048229,1.3404052585395771
7208,106327,106327,2,1,N,1.0,8,4,1964,2.0,185400.0,Semi-Detached,Very Good,1.0,0,5826,156 UPSAL STREET SE,WASHINGTON,DC,20032.0,18S UJ 26132 00722,38.83814198,-77.00325597,016 B Congress Heights,Ward 8,6091,-77.0041518582455,38.838498559592914,SE,2017,0.9478096478514424,1.3716927034181328
7209,106332,106332,2,0,Y,1.0,6,3,1964,2.0,315000.0,Semi-Detached,Good,1.0,0,4365,142 UPSAL STREET SE,WASHINGTON,DC,20032.0,18S UJ 26090 00723,38.83814079,-77.00374445,016 B Congress Heights,Ward 8,6091,-77.0041518582455,38.838498559592914,SE,2017,0.9699332122910694,1.3718028980808512
7210,106335,106335,2,0,N,1.0,7,3,1960,2.0,260000.0,Single,Average,1.0,0,6146,3626 HORNER PLACE SE,WASHINGTON,DC,20032.0,18S UJ 26053 00786,38.83870417,-77.0041816,016 B Congress Heights,Ward 8,6091,-77.0041518582455,38.838498559592914,SE,2017,0.9700111316843283,1.3979048251502926
7211,106345,106345,1,1,Y,1.0,6,3,1964,2.0,274000.0,Row End,Good,1.0,0,2108,3646 HORNER PLACE SE,WASHINGTON,DC,20032.0,18S UJ 26055 00723,38.8381351,-77.00414655,016 B Congress Heights,Ward 8,6091,-77.0041518582455,38.838498559592914,SE,2017,0.988467981317167,2.716234000174719
7212,106381,106381,2,0,Y,2.0,8,4,1971,2.0,250000.0,Multi,Very Good,2.0,0,4548,114 JOLIET STREET SW,WASHINGTON,DC,20032.0,18S UH 25859 98867,38.82138352,-77.00593728,016 A Congress Heights,Ward 8,6277,-77.00616788488978,38.8205761284723,SW,2017,1.9206674808130055,0.7683500635728632
7213,106396,106396,2,1,N,1.0,6,3,1957,1.5,216000.0,Single,Average,1.0,1,3961,520 LEBAUM STREET SE,WASHINGTON,DC,20032.0,18S UJ 26582 01753,38.84751719,-76.9983339,016 B Congress Heights,Ward 8,5982,-76.99714443425235,38.84725933116504,SE,2017,0.5433055402774865,1.0604649252137603
7214,106401,106401,4,0,Y,1.0,8,3,1967,2.5,144000.0,Single,Good,1.0,0,1875,3305 BROTHERS PLACE SE,WASHINGTON,DC,20032.0,18S UJ 26239 01312,38.84347969,-77.00217307,016 B Congress Heights,Ward 8,6003,-77.00346593778696,38.84319325012991,SE,2017,0.749861939829135,1.1855508239663501
7215,106409,106409,4,0,Y,4.0,12,4,1964,2.0,300000.0,Multi,Good,4.0,0,5042,3343 BROTHERS PLACE SE,WASHINGTON,DC,20032.0,18S UJ 26104 01262,38.84300518,-77.00372432,016 B Congress Heights,Ward 8,6003,-77.00346593778696,38.84319325012991,SE,2017,0.8383110270679051,1.2194185588470026
7216,106454,106454,4,1,Y,1.0,8,4,1967,2.0,825000.0,Single,Good,1.0,1,9486,1910 SUDBURY ROAD NW,WASHINGTON,DC,20012.0,18S UJ 22819 17545,38.98898294,-77.04575807,,Ward 4,PAR ,,,,2017,0.8622591320654426,1.34430737955245
7217,106461,106461,3,0,Y,1.0,9,4,1964,1.0,,Single,Good,1.0,2,7862,1901 PARKSIDE DRIVE NW,WASHINGTON,DC,20012.0,18S UJ 22826 17228,38.98613317,-77.04559453,,Ward 4,PAR ,,,,2017,0.9505688640806553,1.404654164455022
7218,106471,106471,2,0,Y,1.0,6,3,1966,2.0,315000.0,Semi-Detached,Good,1.0,0,3996,823 YUMA STREET SE,WASHINGTON,DC,20032.0,18S UJ 26964 00001,38.83181304,-76.99349452,016 C Congress Heights,Ward 8,6157,-76.99374452372446,38.83181778451712,SE,2017,0.9932404849080699,2.0481690552454275
7219,106519,106519,4,0,N,4.0,16,8,1954,2.0,352419.0,Multi,Average,4.0,0,7781,6 BRANDYWINE STREET SE,WASHINGTON,DC,20032.0,18S UH 25792 99868,38.83038598,-77.00696373,016 B Congress Heights,Ward 8,6170,-77.00649378407589,38.83041026516392,SE,2017,1.448274227980486,1.9928755648414043
7220,106530,106530,3,1,Y,1.0,9,4,2017,3.0,440000.0,Single,Very Good,1.0,0,3600,4005 1ST STREET SE,WASHINGTON,DC,20032.0,18S UH 25862 99896,38.8305855,-77.00617046,016 B Congress Heights,Ward 8,6170,-77.00649378407589,38.83041026516392,SE,2017,1.4091758259603282,1.9878365242198397
7221,106531,106531,3,1,Y,1.0,8,3,2017,3.0,438000.0,Single,Very Good,1.0,0,4491,4003 1ST STREET SE,WASHINGTON,DC,20032.0,18S UH 25862 99902,38.83067261,-77.00619453,016 B Congress Heights,Ward 8,6170,-77.00649378407589,38.83041026516392,SE,2017,1.4056126861661453,2.245870979861354
7222,106570,106570,1,0,N,1.0,5,2,1967,2.0,250000.0,Row Inside,Very Good,1.0,0,1441,4015 1ST STREET SW,WASHINGTON,DC,20032.0,18S UH 25386 99989,38.83138987,-77.01166695,016 A Congress Heights,Ward 8,6173,-77.01216737513727,38.8312174543985,SW,2017,1.5880705995300395,2.2496548591696386
7223,106571,106571,1,1,Y,1.0,5,2,1969,2.0,225000.0,Row End,Very Good,1.0,0,2337,4017 1ST STREET SW,WASHINGTON,DC,20032.0,18S UH 25383 99985,38.83135951,-77.01169954,016 A Congress Heights,Ward 8,6173,-77.01216737513727,38.8312174543985,SW,2017,1.590746206248119,2.1296122959256216
7224,106599,106599,1,0,Y,1.0,4,2,1969,2.0,300000.0,Semi-Detached,Very Good,1.0,0,1528,634 SOUTHERN AVENUE SE,WASHINGTON,DC,20032.0,18S UH 26649 99236,38.82486441,-76.99693085,016 C Congress Heights,Ward 8,6250,-76.99726599434396,38.824946265865535,SE,2017,1.5058632957472597,2.3290474390309845
7225,106628,106628,2,1,Y,1.0,6,3,1964,2.0,350000.0,Row End,Very Good,1.0,0,1834,4040 2ND STREET SW,WASHINGTON,DC,20032.0,18S UH 25302 99942,38.83095124,-77.01261543,016 A Congress Heights,Ward 8,6173,-77.01216737513727,38.8312174543985,SW,2017,1.6468852378439713,2.7407292229799283
7226,106694,106694,2,0,N,2.0,10,4,1971,2.0,215000.0,Multi,Good,2.0,0,3046,135 JOLIET STREET SW,WASHINGTON,DC,20032.0,18S UH 25807 98865,38.82135637,-77.00652791,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9379882189652446,2.747150541934457
7227,106695,106695,2,0,Y,2.0,10,4,1971,2.0,140000.0,Multi,Very Good,2.0,0,5098,139 JOLIET STREET SW,WASHINGTON,DC,20032.0,18S UH 25804 98859,38.8212997,-77.00657074,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9425287771421533,0.4087249481546847
7228,106698,106698,2,0,Y,,4,2,1919,,677900.0,,,,0,844,,,,20010.0,,38.93360568,-77.02131173000001,015 C Columbia Heights,Ward 1,3037,-77.02131401769952,38.93361314025174,NW,2017,0.2890121824802976,0.4087249481546847
7229,106701,106701,2,0,Y,,4,2,1919,,690900.0,,,,0,923,,,,20010.0,,38.93360568,-77.02131173000001,015 C Columbia Heights,Ward 1,3037,-77.02131401769952,38.93361314025174,NW,2017,0.2890121824802976,0.4087249481546847
7230,106705,106705,2,0,Y,,4,2,1919,,765900.0,,,,0,923,,,,20010.0,,38.93360568,-77.02131173000001,015 C Columbia Heights,Ward 1,3037,-77.02131401769952,38.93361314025174,NW,2017,0.2890121824802976,0.7302406064062166
7231,106711,106711,2,0,Y,,4,2,2007,,,,,,0,471,,,,20011.0,,38.95575929,-77.01040726,,Ward 4,3393,-77.01040954869322,38.95576675343212,NW,2017,0.5163580846876124,0.7957503986463162
7232,106718,106718,1,1,Y,,4,2,1937,,361500.0,,,,0,788,,,,20011.0,,38.95287496,-77.01260222,042 C Petworth,Ward 4,3399,-77.01260451160279,38.95288242084766,NW,2017,0.5626805030147087,0.7957503986463162
7233,106719,106719,1,1,Y,,4,2,1937,,362500.0,,,,0,788,,,,20011.0,,38.95287496,-77.01260222,042 C Petworth,Ward 4,3399,-77.01260451160279,38.95288242084766,NW,2017,0.5626805030147087,0.43329648048192804
7234,106722,106722,1,0,Y,,3,1,2004,,384000.0,,,,0,374,,,,20024.0,,38.88082098,-77.01427073,,Ward 6,0540,-77.0142730131491,38.8808284329871,SW,2017,0.30638687961303585,0.18797446000066367
7235,106754,106754,1,0,Y,,2,0,1967,,245000.0,,,,0,347,,,,20024.0,,38.874789195000005,-77.01630113,,Ward 6,0546,-77.01630341233209,38.874796645101256,SW,2017,0.13291801535634873,0.18797446000066367
7236,106761,106761,1,1,Y,,3,1,1967,,339000.0,,,,0,536,,,,20024.0,,38.874789195000005,-77.01630113,,Ward 6,0546,-77.01630341233209,38.874796645101256,SW,2017,0.13291801535634873,0.18797446000066367
7237,106782,106782,1,0,Y,,3,1,1967,,300000.0,,,,0,495,,,,20024.0,,38.874789195000005,-77.01630113,,Ward 6,0546,-77.01630341233209,38.874796645101256,SW,2017,0.13291801535634873,0.27947485096072167
7238,106822,106822,3,0,Y,,4,3,1954,,89015.0,,,,0,1321,,,,20032.0,,38.84295302,-76.98734129,043 C Randle Heights,Ward 8,5915,-76.98734356107866,38.84296045899864,SE,2017,0.19761856228542599,0.27947485096072167
7239,106834,106834,1,0,Y,,2,1,1954,,,,,,0,703,,,,20032.0,,38.84295302,-76.98734129,043 C Randle Heights,Ward 8,5915,-76.98734356107866,38.84296045899864,SE,2017,0.19761856228542599,1.191885068791496
7240,106838,106838,1,0,Y,,4,2,1949,,72000.0,,,,0,1474,,,,20032.0,,38.83364685,-76.99125199,016 C Congress Heights,Ward 8,5925,-76.99125425929816,38.83365429198973,SE,2017,0.8427900145374615,1.191885068791496
7241,106848,106848,1,0,Y,,3,1,1949,,,,,,0,1250,,,,20032.0,,38.83364685,-76.99125199,016 C Congress Heights,Ward 8,5925,-76.99125425929816,38.83365429198973,SE,2017,0.8427900145374615,0.673812766655181
7242,106865,106865,1,0,Y,,3,1,2002,,25500.0,,,,0,790,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7243,106866,106866,1,0,Y,,2,0,2002,,7000.0,,,,0,691,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7244,106889,106889,1,0,Y,,4,2,2002,,25500.0,,,,0,988,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7245,106890,106890,1,0,Y,,4,2,2002,,20000.0,,,,0,1087,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7246,106897,106897,1,0,Y,,4,2,2002,,20000.0,,,,0,1087,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7247,106901,106901,1,0,Y,,4,2,2002,,58776.0,,,,0,1087,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7248,106903,106903,1,0,Y,,4,2,2002,,29000.0,,,,0,988,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7249,106905,106905,1,0,Y,,4,2,2002,,21000.0,,,,0,1087,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,0.673812766655181
7250,106907,106907,1,0,Y,,4,2,2006,,65000.0,,,,0,1181,,,,20020.0,,38.85298403,-76.964861015,043 B Randle Heights,Ward 8,5720,-76.96486328023143,38.85299147596524,SE,2017,0.47645757655194726,1.888850003351461
7251,106934,106934,1,0,Y,,5,2,1960,,51600.0,,,,0,1032,,,,20032.0,,38.82770175,-76.99772713,016 C Congress Heights,Ward 8,6208,-76.99772940411265,38.82770918543105,SE,2017,1.3356186460140511,2.6969418368041156
7252,106946,106946,1,0,Y,,5,2,1949,,,,,,0,1365,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,2.6969418368041156
7253,106951,106951,1,0,Y,,3,1,1949,,31978.0,,,,0,1113,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,2.6969418368041156
7254,106952,106952,1,0,Y,,5,2,1949,,25000.0,,,,0,1377,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,2.6969418368041156
7255,106955,106955,1,0,Y,,5,2,1949,,75000.0,,,,0,1359,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,2.6969418368041156
7256,106959,106959,1,0,Y,,5,2,1949,,,,,,0,1342,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,0.5568345445874227
7257,106963,106963,1,0,Y,,3,1,1955,,45000.0,,,,0,589,,,,20032.0,,38.842956975,-76.99495752,016 B Congress Heights,Ward 8,5956,-76.99495980697142,38.84296441920681,SE,2017,0.3937414824766895,0.5568345445874227
7258,107001,107001,2,0,Y,,4,2,1955,,164571.0,,,,0,589,,,,20032.0,,38.842956975,-76.99495752,016 B Congress Heights,Ward 8,5956,-76.99495980697142,38.84296441920681,SE,2017,0.3937414824766895,1.485286038655967
7259,107013,107013,1,0,Y,,4,2,2002,,72190.0,,,,0,1185,,,,20020.0,,38.86374456,-76.9758629,043 B Randle Heights,Ward 8,5763,-76.97586517005423,38.86375200684674,SE,2017,1.0502558299353388,1.485286038655967
7260,107018,107018,1,0,Y,,3,1,2002,,103000.0,,,,0,889,,,,20020.0,,38.86374456,-76.9758629,043 B Randle Heights,Ward 8,5763,-76.97586517005423,38.86375200684674,SE,2017,1.0502558299353388,1.485286038655967
7261,107020,107020,1,0,Y,,3,1,2002,,47500.0,,,,0,889,,,,20020.0,,38.86374456,-76.9758629,043 B Randle Heights,Ward 8,5763,-76.97586517005423,38.86375200684674,SE,2017,1.0502558299353388,1.0073373543184088
7262,107052,107052,1,0,Y,,5,2,1964,,,,,,0,1716,,,,20032.0,,38.84021226,-76.99975777,016 B Congress Heights,Ward 8,5970,-76.99976004167549,38.84021969886399,SE,2017,0.7122950741810627,1.0073373543184088
7263,107060,107060,1,0,Y,,4,1,1964,,15000.0,,,,0,1355,,,,20032.0,,38.84021226,-76.99975777,016 B Congress Heights,Ward 8,5970,-76.99976004167549,38.84021969886399,SE,2017,0.7122950741810627,1.0073373543184088
7264,107065,107065,1,0,Y,,4,1,1964,,,,,,0,1355,,,,20032.0,,38.84021226,-76.99975777,016 B Congress Heights,Ward 8,5970,-76.99976004167549,38.84021969886399,SE,2017,0.7122950741810627,1.0073373543184088
7265,107080,107080,1,0,Y,,5,2,1964,,28000.0,,,,0,1604,,,,20032.0,,38.84021226,-76.99975777,016 B Congress Heights,Ward 8,5970,-76.99976004167549,38.84021969886399,SE,2017,0.7122950741810627,1.2228949311034771
7266,107095,107095,1,0,Y,,3,1,1947,,280000.0,,,,0,910,,,,20032.0,,38.84821431,-77.00425821,016 B Congress Heights,Ward 8,5999,-77.00426048692387,38.84822175305778,SE,2017,0.8647172984619246,1.2228949311034771
7267,107104,107104,1,0,Y,,3,1,1947,,190000.0,,,,0,540,,,,20032.0,,38.84821431,-77.00425821,016 B Congress Heights,Ward 8,5999,-77.00426048692387,38.84822175305778,SE,2017,0.8647172984619246,1.2228949311034771
7268,107114,107114,1,0,Y,,3,1,1947,,,,,,0,581,,,,20032.0,,38.84821431,-77.00425821,016 B Congress Heights,Ward 8,5999,-77.00426048692387,38.84822175305778,SE,2017,0.8647172984619246,1.2228949311034771
7269,107117,107117,1,0,Y,,3,1,1947,,177500.0,,,,0,523,,,,20032.0,,38.84821431,-77.00425821,016 B Congress Heights,Ward 8,5999,-77.00426048692387,38.84822175305778,SE,2017,0.8647172984619246,1.2228949311034771
7270,107119,107119,1,0,Y,,3,1,1947,,201000.0,,,,0,616,,,,20032.0,,38.84821431,-77.00425821,016 B Congress Heights,Ward 8,5999,-77.00426048692387,38.84822175305778,SE,2017,0.8647172984619246,1.2228949311034771
7271,107130,107130,1,0,Y,,4,2,1947,,134012.0,,,,0,685,,,,20032.0,,38.84821431,-77.00425821,016 B Congress Heights,Ward 8,5999,-77.00426048692387,38.84822175305778,SE,2017,0.8647172984619246,1.2228949311034771
7272,107132,107132,1,0,Y,,3,1,1947,,187000.0,,,,0,539,,,,20032.0,,38.84821431,-77.00425821,016 B Congress Heights,Ward 8,5999,-77.00426048692387,38.84822175305778,SE,2017,0.8647172984619246,0.9042869159170853
7273,107140,107140,1,0,Y,,3,2,1966,,,,,,0,1084,,,,20020.0,,38.8623103,-76.98350969,002 A Anacostia,Ward 8,5797,-76.98351196196755,38.86231774693733,SE,2017,0.6394274103832404,0.9042869159170853
7274,107144,107144,1,0,Y,,3,2,1966,,185900.0,,,,0,1084,,,,20020.0,,38.8623103,-76.98350969,002 A Anacostia,Ward 8,5797,-76.98351196196755,38.86231774693733,SE,2017,0.6394274103832404,0.9042869159170853
7275,107146,107146,1,0,Y,,3,2,1966,,193500.0,,,,0,1084,,,,20020.0,,38.8623103,-76.98350969,002 A Anacostia,Ward 8,5797,-76.98351196196755,38.86231774693733,SE,2017,0.6394274103832404,0.9042869159170853
7276,107148,107148,1,0,Y,,3,2,1966,,130000.0,,,,0,1084,,,,20020.0,,38.8623103,-76.98350969,002 A Anacostia,Ward 8,5797,-76.98351196196755,38.86231774693733,SE,2017,0.6394274103832404,0.9042869159170853
7277,107156,107156,1,0,Y,,3,2,1966,,189500.0,,,,0,1084,,,,20020.0,,38.8623103,-76.98350969,002 A Anacostia,Ward 8,5797,-76.98351196196755,38.86231774693733,SE,2017,0.6394274103832404,1.1211381535405542
7278,107185,107185,2,0,Y,,5,2,1941,,203542.0,,,,0,1658,,,,20020.0,,38.8635483,-76.98064579,002 B Anacostia,Ward 8,5778,-76.98064805958556,38.86355574346933,SE,2017,0.7927643910154906,1.1211381535405542
7279,107205,107205,2,0,Y,,5,2,1941,,,,,,0,1658,,,,20020.0,,38.8635483,-76.98064579,002 B Anacostia,Ward 8,5778,-76.98064805958556,38.86355574346933,SE,2017,0.7927643910154906,0.9042869159170853
7280,107211,107211,1,0,Y,,3,2,1966,,146628.0,,,,0,1082,,,,20020.0,,38.8623103,-76.98350969,002 A Anacostia,Ward 8,5797,-76.98351196196755,38.86231774693733,SE,2017,0.6394274103832404,0.9042869159170853
7281,107215,107215,1,0,Y,,3,2,1966,,,,,,0,1082,,,,20020.0,,38.8623103,-76.98350969,002 A Anacostia,Ward 8,5797,-76.98351196196755,38.86231774693733,SE,2017,0.6394274103832404,0.5568345445874227
7282,107234,107234,1,0,Y,,3,2,1955,,,,,,0,589,,,,20032.0,,38.842956975,-76.99495752,016 B Congress Heights,Ward 8,5956,-76.99495980697142,38.84296441920681,SE,2017,0.3937414824766895,0.938540323522696
7283,107254,107254,1,0,Y,,4,2,1952,,88180.0,,,,0,947,,,,20020.0,,38.85553763,-76.96734899,043 B Randle Heights,Ward 8,5729,-76.9673512529903,38.855545077783006,SE,2017,0.6636482271799146,0.938540323522696
7284,107256,107256,1,0,Y,,4,2,1952,,90000.0,,,,0,969,,,,20020.0,,38.85553763,-76.96734899,043 B Randle Heights,Ward 8,5729,-76.9673512529903,38.855545077783006,SE,2017,0.6636482271799146,0.938540323522696
7285,107262,107262,1,0,Y,,4,2,1952,,65000.0,,,,0,963,,,,20020.0,,38.85553763,-76.96734899,043 B Randle Heights,Ward 8,5729,-76.9673512529903,38.855545077783006,SE,2017,0.6636482271799146,0.938540323522696
7286,107264,107264,1,0,Y,,4,2,1950,,63140.0,,,,0,985,,,,20020.0,,38.85553763,-76.96734899,043 B Randle Heights,Ward 8,5729,-76.9673512529903,38.855545077783006,SE,2017,0.6636482271799146,0.938540323522696
7287,107265,107265,1,0,Y,,4,2,1950,,52250.0,,,,0,985,,,,20020.0,,38.85553763,-76.96734899,043 B Randle Heights,Ward 8,5729,-76.9673512529903,38.855545077783006,SE,2017,0.6636482271799146,2.6969418368041156
7288,107307,107307,1,0,Y,,3,1,1949,,94901.0,,,,0,1099,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,2.6969418368041156
7289,107317,107317,1,0,Y,,4,2,1949,,75000.0,,,,0,1296,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,2.6969418368041156
7290,107335,107335,1,0,Y,,4,2,1949,,60000.0,,,,0,1348,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,2.6969418368041156
7291,107337,107337,1,0,Y,,3,1,1949,,53000.0,,,,0,1073,,,,20032.0,,38.821792045,-77.006344945,016 A Congress Heights,Ward 8,6254,-77.00634721987166,38.82179948234767,SW,2017,1.9070258612698934,0.7188969843752147
