,0
Intercept,17.46114678210697
C(structure)[T.2.0],-1.0355833833027013
C(structure)[T.3.0],-0.5321659011074507
C(structure)[T.4.0],-0.13298215997978982
C(structure)[T.5.0],-0.33234880579584913
bedSQ,0.004916416086510382
roomsSQ,-0.0052562790661376015
LANDAREA,2.9820717761868176e-05
metro50,0.18268031751867966
ROOMS,0.14671566376659806
HF_BATHRM,0.27838640972795897
BATHRM,0.3913043956391928
