,0
Intercept,0.09720898203658626
C(structure)[T.2.0],0.05656085855700626
C(structure)[T.3.0],0.028180751731711036
C(structure)[T.4.0],0.03283769994529323
C(structure)[T.5.0],0.025664084457215113
bedSQ,0.0015660656179396684
roomsSQ,0.0011949298822733832
metro50,0.020541058631826547
ROOMS,0.0224577953986607
HF_BATHRM,0.018383326249978033
BATHRM,0.013293849411418904
