,0
Intercept,17.65036523528657
C(structure)[T.2.0],-0.774631607045009
C(structure)[T.3.0],-0.5353127006553957
C(structure)[T.4.0],-0.15893799119736987
C(structure)[T.5.0],-0.24278900519753402
bedSQ,0.005283720875007737
roomsSQ,-0.007717100953287549
metro50,0.17084662856754013
ROOMS,0.16406233385987135
HF_BATHRM,0.2306592558321609
BATHRM,0.31687179585972153
